dep,nomdep,codecommune,nomcommune,statut1999,codecommune2,dep2
01,AIN,01001,ABERGEMENT-CLEMENCIAT,1,01001,01
01,AIN,01002,ABERGEMENT-DE-VAREY,1,01002,01
01,AIN,01003,AMAREINS,3,01165,01
01,AIN,01004,AMBERIEU-EN-BUGEY,1,01004,01
01,AIN,01005,AMBERIEUX-EN-DOMBES,1,01005,01
01,AIN,01006,AMBLEON,1,01006,01
01,AIN,01007,AMBRONAY,1,01007,01
01,AIN,01008,AMBUTRIX,1,01008,01
01,AIN,01009,ANDERT-ET-CONDON,1,01009,01
01,AIN,01010,ANGLEFORT,1,01010,01
01,AIN,01011,APREMONT,1,01011,01
01,AIN,01012,ARANC,1,01012,01
01,AIN,01013,ARANDAS,1,01013,01
01,AIN,01014,ARBENT,1,01014,01
01,AIN,01015,ARBIGNIEU,1,01015,01
01,AIN,01016,ARBIGNY,1,01016,01
01,AIN,01017,ARGIS,1,01017,01
01,AIN,01018,ARLOD,3,01033,01
01,AIN,01019,ARMIX,1,01019,01
01,AIN,01020,ARNANS,3,01125,01
01,AIN,01021,ARS-SUR-FORMANS,1,01021,01
01,AIN,01022,ARTEMARE,1,01022,01
01,AIN,01023,ASNIERES-SUR-SAONE,1,01023,01
01,AIN,01024,ATTIGNAT,1,01024,01
01,AIN,01025,BAGE-LA-VILLE,1,01025,01
01,AIN,01026,BAGE-LE-CHATEL,1,01026,01
01,AIN,01027,BALAN,1,01027,01
01,AIN,01028,BANEINS,1,01028,01
01,AIN,01029,BEAUPONT,1,01029,01
01,AIN,01030,BEAUREGARD,1,01030,01
01,AIN,01031,BELLIGNAT,1,01031,01
01,AIN,01032,BELIGNEUX,1,01032,01
01,AIN,01033,BELLEGARDE-SUR-VALSERINE,1,01033,01
01,AIN,01034,BELLEY,1,01034,01
01,AIN,01035,BELLEYDOUX,1,01035,01
01,AIN,01036,BELMONT-LUTHEZIEU,1,01036,01
01,AIN,01037,BENONCES,1,01037,01
01,AIN,01038,BENY,1,01038,01
01,AIN,01039,BEON,1,01039,01
01,AIN,01040,BEREZIAT,1,01040,01
01,AIN,01041,BETTANT,1,01041,01
01,AIN,01042,BEY,1,01042,01
01,AIN,01043,BEYNOST,1,01043,01
01,AIN,01044,BILLIAT,1,01044,01
01,AIN,01045,BIRIEUX,1,01045,01
01,AIN,01046,BIZIAT,1,01046,01
01,AIN,01047,BLYES,1,01047,01
01,AIN,01048,BOHAS,2,01245,01
01,AIN,01049,BOISSE,1,01049,01
01,AIN,01050,BOISSEY,1,01050,01
01,AIN,01051,BOLOZON,1,01051,01
01,AIN,01052,BOULIGNEUX,1,01052,01
01,AIN,01053,BOURG-EN-BRESSE,1,01053,01
01,AIN,01054,BOURG-SAINT-CHRISTOPHE,1,01054,01
01,AIN,01055,BOUVENT,3,01283,01
01,AIN,01056,BOYEUX-SAINT-JEROME,1,01056,01
01,AIN,01057,BOZ,1,01057,01
01,AIN,01058,BREGNIER-CORDON,1,01058,01
01,AIN,01059,BRENAZ,1,01059,01
01,AIN,01060,BRENOD,1,01060,01
01,AIN,01061,BRENS,1,01061,01
01,AIN,01062,BRESSOLLES,1,01062,01
01,AIN,01063,BRION,1,01063,01
01,AIN,01064,BRIORD,1,01064,01
01,AIN,01065,BUELLAS,1,01065,01
01,AIN,01066,BURBANCHE,1,01066,01
01,AIN,01067,CEIGNES,1,01067,01
01,AIN,01068,CERDON,1,01068,01
01,AIN,01069,CERTINES,1,01069,01
01,AIN,01070,CESSEINS,3,01165,01
01,AIN,01071,CESSY,1,01071,01
01,AIN,01072,CEYZERIAT,1,01072,01
01,AIN,01073,CEYZERIEU,1,01073,01
01,AIN,01074,CHALAMONT,1,01074,01
01,AIN,01075,CHALEINS,1,01075,01
01,AIN,01076,CHALEY,1,01076,01
01,AIN,01077,CHALLES,1,01077,01
01,AIN,01078,CHALLEX,1,01078,01
01,AIN,01079,CHAMPAGNE-EN-VALROMEY,1,01079,01
01,AIN,01080,CHAMPDOR,1,01080,01
01,AIN,01081,CHAMPFROMIER,1,01081,01
01,AIN,01082,CHANAY,1,01082,01
01,AIN,01083,CHANEINS,1,01083,01
01,AIN,01084,CHANOZ-CHATENAY,1,01084,01
01,AIN,01085,CHAPELLE-DU-CHATELARD,1,01085,01
01,AIN,01086,CHARANCIN,3,01414,01
01,AIN,01087,CHARIX,1,01087,01
01,AIN,01088,CHARNOZ-SUR-AIN,1,01088,01
01,AIN,01089,CHATEAU-GAILLARD,1,01089,01
01,AIN,01090,CHATENAY,1,01090,01
01,AIN,01091,CHATILLON-EN-MICHAILLE,1,01091,01
01,AIN,01092,CHATILLON-LA-PALUD,1,01092,01
01,AIN,01093,CHATILLON-SUR-CHALARONNE,1,01093,01
01,AIN,01094,CHAVANNES-SUR-REYSSOUZE,1,01094,01
01,AIN,01095,CHAVANNES-SUR-SURAN,1,01095,01
01,AIN,01096,CHAVEYRIAT,1,01096,01
01,AIN,01097,CHAVORNAY,1,01097,01
01,AIN,01098,CHAZEY-BONS,1,01098,01
01,AIN,01099,CHAZEY-SUR-AIN,1,01099,01
01,AIN,01100,CHEIGNIEU-LA-BALME,1,01100,01
01,AIN,01101,CHEVILLARD,1,01101,01
01,AIN,01102,CHEVROUX,1,01102,01
01,AIN,01103,CHEVRY,1,01103,01
01,AIN,01104,CHEZERY-FORENS,1,01104,01
01,AIN,01105,CIVRIEUX,1,01105,01
01,AIN,01106,CIZE,1,01106,01
01,AIN,01107,CLEYZIEU,1,01107,01
01,AIN,01108,COLIGNY,1,01108,01
01,AIN,01109,COLLONGES,1,01109,01
01,AIN,01110,COLOMIEU,1,01110,01
01,AIN,01111,CONAND,1,01111,01
01,AIN,01112,CONDAMINE,1,01112,01
01,AIN,01113,CONDEISSIAT,1,01113,01
01,AIN,01114,CONFORT,1,01114,01
01,AIN,01115,CONFRANCON,1,01115,01
01,AIN,01116,CONTREVOZ,1,01116,01
01,AIN,01117,CONZIEU,1,01117,01
01,AIN,01118,CORBONOD,1,01118,01
01,AIN,01119,CORCELLES,1,01119,01
01,AIN,01120,CORDIEUX,2,01262,01
01,AIN,01121,CORLIER,1,01121,01
01,AIN,01122,CORMARANCHE-EN-BUGEY,1,01122,01
01,AIN,01123,CORMORANCHE-SUR-SAONE,1,01123,01
01,AIN,01124,CORMOZ,1,01124,01
01,AIN,01125,CORVEISSIAT,1,01125,01
01,AIN,01126,COUPY,3,01033,01
01,AIN,01127,COURMANGOUX,1,01127,01
01,AIN,01128,COURTES,1,01128,01
01,AIN,01129,CRANS,1,01129,01
01,AIN,01130,CRAS-SUR-REYSSOUZE,1,01130,01
01,AIN,01131,CRAZ,3,01189,01
01,AIN,01132,CREPIEUX-LA-PAPE,4,69274,69
01,AIN,01133,CRESSIN-ROCHEFORT,1,01133,01
01,AIN,01134,CROTTET,1,01134,01
01,AIN,01135,CROZET,1,01135,01
01,AIN,01136,CRUZILLES-LES-MEPILLAT,1,01136,01
01,AIN,01137,CUISIAT,2,01426,01
01,AIN,01138,CULOZ,1,01138,01
01,AIN,01139,CURCIAT-DONGALON,1,01139,01
01,AIN,01140,CURTAFOND,1,01140,01
01,AIN,01141,CUZIEU,1,01141,01
01,AIN,01142,DAGNEUX,1,01142,01
01,AIN,01143,DIVONNE-LES-BAINS,1,01143,01
01,AIN,01144,DOMMARTIN,1,01144,01
01,AIN,01145,DOMPIERRE-SUR-VEYLE,1,01145,01
01,AIN,01146,DOMPIERRE-SUR-CHALARONNE,1,01146,01
01,AIN,01147,DOMSURE,1,01147,01
01,AIN,01148,DORTAN,1,01148,01
01,AIN,01149,DOUVRES,1,01149,01
01,AIN,01150,DROM,1,01150,01
01,AIN,01151,DRUILLAT,1,01151,01
01,AIN,01152,ECHALLON,1,01152,01
01,AIN,01153,ECHENEVEX,1,01153,01
01,AIN,01154,ETREZ,1,01154,01
01,AIN,01155,EVOSGES,1,01155,01
01,AIN,01156,FARAMANS,1,01156,01
01,AIN,01157,FAREINS,1,01157,01
01,AIN,01158,FARGES,1,01158,01
01,AIN,01159,FEILLENS,1,01159,01
01,AIN,01160,FERNEY-VOLTAIRE,1,01160,01
01,AIN,01161,FITIGNIEU,3,01414,01
01,AIN,01162,FLAXIEU,1,01162,01
01,AIN,01163,FOISSIAT,1,01163,01
01,AIN,01164,FORENS,3,01104,01
01,AIN,01165,FRANCHELEINS,1,01165,01
01,AIN,01166,FRANS,1,01166,01
01,AIN,01167,GARNERANS,1,01167,01
01,AIN,01168,GENAY,4,69278,69
01,AIN,01169,GENOUILLEUX,1,01169,01
01,AIN,01170,GEOVREISSIAT,1,01170,01
01,AIN,01171,GEOVREISSET,1,01171,01
01,AIN,01172,GERMAGNAT,1,01172,01
01,AIN,01173,GEX,1,01173,01
01,AIN,01174,GIRON,1,01174,01
01,AIN,01175,GORREVOD,1,01175,01
01,AIN,01176,GRAND-ABERGEMENT,1,01176,01
01,AIN,01177,GRAND-CORENT,1,01177,01
01,AIN,01178,GRANGES,3,01240,01
01,AIN,01179,GRIEGES,1,01179,01
01,AIN,01180,GRILLY,1,01180,01
01,AIN,01181,GROISSIAT,1,01181,01
01,AIN,01182,GROSLEE,1,01182,01
01,AIN,01183,GUEREINS,1,01183,01
01,AIN,01184,HAUTECOURT-ROMANECHE,1,01184,01
01,AIN,01185,HAUTEVILLE-LOMPNES,1,01185,01
01,AIN,01186,HOSTIAS,1,01186,01
01,AIN,01187,HOTONNES,1,01187,01
01,AIN,01188,ILLIAT,1,01188,01
01,AIN,01189,INJOUX-GENISSIAT,1,01189,01
01,AIN,01190,INNIMOND,1,01190,01
01,AIN,01191,IZENAVE,1,01191,01
01,AIN,01192,IZERNORE,1,01192,01
01,AIN,01193,IZIEU,1,01193,01
01,AIN,01194,JASSANS-RIOTTIER,1,01194,01
01,AIN,01195,JASSERON,1,01195,01
01,AIN,01196,JAYAT,1,01196,01
01,AIN,01197,JOURNANS,1,01197,01
01,AIN,01198,JOYEUX,1,01198,01
01,AIN,01199,JUJURIEUX,1,01199,01
01,AIN,01200,LABALME,1,01200,01
01,AIN,01201,LACOUX,3,01185,01
01,AIN,01202,LAGNIEU,1,01202,01
01,AIN,01203,LAIZ,1,01203,01
01,AIN,01204,LALLEYRIAT,1,01204,01
01,AIN,01205,LANCRANS,1,01205,01
01,AIN,01206,LANTENAY,1,01206,01
01,AIN,01207,LAPEYROUSE,1,01207,01
01,AIN,01208,LAVOURS,1,01208,01
01,AIN,01209,LEAZ,1,01209,01
01,AIN,01210,LELEX,1,01210,01
01,AIN,01211,LENT,1,01211,01
01,AIN,01212,LESCHEROUX,1,01212,01
01,AIN,01213,LEYMENT,1,01213,01
01,AIN,01214,LEYSSARD,1,01214,01
01,AIN,01215,LHOPITAL,1,01215,01
01,AIN,01216,LHUIS,1,01216,01
01,AIN,01217,LILIGNOD,3,01079,01
01,AIN,01218,LOCHIEU,1,01218,01
01,AIN,01219,LOMPNAS,1,01219,01
01,AIN,01220,LOMPNES,3,01185,01
01,AIN,01221,LOMPNIEU,1,01221,01
01,AIN,01222,LONGECOMBE,3,01185,01
01,AIN,01223,LOYES,3,01450,01
01,AIN,01224,LOYETTES,1,01224,01
01,AIN,01225,LURCY,1,01225,01
01,AIN,01226,LUTHEZIEU,3,01036,01
01,AIN,01227,MAGNIEU,1,01227,01
01,AIN,01228,MAILLAT,1,01228,01
01,AIN,01229,MALAFRETAZ,1,01229,01
01,AIN,01230,MANTENAY-MONTLIN,1,01230,01
01,AIN,01231,MANZIAT,1,01231,01
01,AIN,01232,MARBOZ,1,01232,01
01,AIN,01233,MARCHAMP,1,01233,01
01,AIN,01234,MARIGNIEU,1,01234,01
01,AIN,01235,MARLIEUX,1,01235,01
01,AIN,01236,MARSONNAS,1,01236,01
01,AIN,01237,MARTIGNAT,1,01237,01
01,AIN,01238,MASSIEUX,1,01238,01
01,AIN,01239,MASSIGNIEU-DE-RIVES,1,01239,01
01,AIN,01240,MATAFELON-GRANGES,1,01240,01
01,AIN,01241,MEILLONNAS,1,01241,01
01,AIN,01242,MERIGNAT,1,01242,01
01,AIN,01243,MESSIMY-SUR-SAONE,1,01243,01
01,AIN,01244,MEXIMIEUX,1,01244,01
01,AIN,01245,BOHAS-MEYRIAT-RIGNAT,1,01245,01
01,AIN,01246,MEZERIAT,1,01246,01
01,AIN,01247,MIJOUX,1,01247,01
01,AIN,01248,MIONNAY,1,01248,01
01,AIN,01249,MIRIBEL,1,01249,01
01,AIN,01250,MISERIEUX,1,01250,01
01,AIN,01251,MOENS,3,01313,01
01,AIN,01252,MOGNENEINS,1,01252,01
01,AIN,01253,MOLLON,3,01450,01
01,AIN,01254,MONTAGNAT,1,01254,01
01,AIN,01255,MONTAGNIEU,1,01255,01
01,AIN,01256,MONTANAY,4,69284,69
01,AIN,01257,MONTANGES,1,01257,01
01,AIN,01258,MONTCEAUX,1,01258,01
01,AIN,01259,MONTCET,1,01259,01
01,AIN,01260,MONTELLIER,1,01260,01
01,AIN,01261,MONTHIEUX,1,01261,01
01,AIN,01262,MONTLUEL,1,01262,01
01,AIN,01263,MONTMERLE-SUR-SAONE,1,01263,01
01,AIN,01264,MONTRACOL,1,01264,01
01,AIN,01265,MONTREAL-LA-CLUSE,1,01265,01
01,AIN,01266,MONTREVEL-EN-BRESSE,1,01266,01
01,AIN,01267,NURIEUX-VOLOGNAT,1,01267,01
01,AIN,01268,MURS-ET-GELIGNIEUX,1,01268,01
01,AIN,01269,NANTUA,1,01269,01
01,AIN,01270,NAPT,3,01410,01
01,AIN,01271,NATTAGES,1,01271,01
01,AIN,01272,NEUVILLE-LES-DAMES,1,01272,01
01,AIN,01273,NEUVILLE-SUR-AIN,1,01273,01
01,AIN,01274,NEYROLLES,1,01274,01
01,AIN,01275,NEYRON,1,01275,01
01,AIN,01276,NIEVROZ,1,01276,01
01,AIN,01277,NIVOLLET-MONTGRIFFON,1,01277,01
01,AIN,01278,OCHIAZ,3,01091,01
01,AIN,01279,ONCIEU,1,01279,01
01,AIN,01280,ORDONNAZ,1,01280,01
01,AIN,01281,ORNEX,1,01281,01
01,AIN,01282,OUTRIAZ,1,01282,01
01,AIN,01283,OYONNAX,1,01283,01
01,AIN,01284,OZAN,1,01284,01
01,AIN,01285,PARCIEUX,1,01285,01
01,AIN,01286,PARVES,1,01286,01
01,AIN,01287,PASSIN,3,01079,01
01,AIN,01288,PERON,1,01288,01
01,AIN,01289,PERONNAS,1,01289,01
01,AIN,01290,PEROUGES,1,01290,01
01,AIN,01291,PERREX,1,01291,01
01,AIN,01292,PETIT-ABERGEMENT,1,01292,01
01,AIN,01293,PEYRIAT,1,01293,01
01,AIN,01294,PEYRIEU,1,01294,01
01,AIN,01295,PEYZIEUX-SUR-SAONE,1,01295,01
01,AIN,01296,PIRAJOUX,1,01296,01
01,AIN,01297,PIZAY,1,01297,01
01,AIN,01298,PLAGNE,1,01298,01
01,AIN,01299,PLANTAY,1,01299,01
01,AIN,01300,POIZAT,1,01300,01
01,AIN,01301,POLLIAT,1,01301,01
01,AIN,01302,POLLIEU,1,01302,01
01,AIN,01303,PONCIN,1,01303,01
01,AIN,01304,PONT-D'AIN,1,01304,01
01,AIN,01305,PONT-DE-VAUX,1,01305,01
01,AIN,01306,PONT-DE-VEYLE,1,01306,01
01,AIN,01307,PORT,1,01307,01
01,AIN,01308,POUGNY,1,01308,01
01,AIN,01309,POUILLAT,1,01309,01
01,AIN,01310,PREMEYZEL,1,01310,01
01,AIN,01311,PREMILLIEU,1,01311,01
01,AIN,01312,PRESSIAT,1,01312,01
01,AIN,01313,PREVESSIN-MOENS,1,01313,01
01,AIN,01314,PRIAY,1,01314,01
01,AIN,01315,PROULIEU,3,01202,01
01,AIN,01316,PUGIEU,1,01316,01
01,AIN,01317,RAMASSE,1,01317,01
01,AIN,01318,RANCE,1,01318,01
01,AIN,01319,RELEVANT,1,01319,01
01,AIN,01320,REPLONGES,1,01320,01
01,AIN,01321,REVONNAS,1,01321,01
01,AIN,01322,REYRIEUX,1,01322,01
01,AIN,01323,REYSSOUZE,1,01323,01
01,AIN,01324,RIGNAT,2,01245,01
01,AIN,01325,RIGNIEUX-LE-FRANC,1,01325,01
01,AIN,01326,RILLIEUX,4,69286,69
01,AIN,01327,ROMANECHE,3,01184,01
01,AIN,01328,ROMANS,1,01328,01
01,AIN,01329,ROSSILLON,1,01329,01
01,AIN,01330,RUFFIEU,1,01330,01
01,AIN,01331,SAINT-ALBAN,1,01331,01
01,AIN,01332,SAINT-ANDRE-DE-BAGE,1,01332,01
01,AIN,01333,SAINT-ANDRE-DE-CORCY,1,01333,01
01,AIN,01334,SAINT-ANDRE-D'HUIRIAT,1,01334,01
01,AIN,01335,SAINT-ANDRE-LE-BOUCHOUX,1,01335,01
01,AIN,01336,SAINT-ANDRE-SUR-VIEUX-JONC,1,01336,01
01,AIN,01337,SAINT-BENIGNE,1,01337,01
01,AIN,01338,SAINT-BENOIT,1,01338,01
01,AIN,01339,SAINT-BERNARD,1,01339,01
01,AIN,01340,SAINT-BOIS,1,01340,01
01,AIN,01341,SAINT-CHAMP,1,01341,01
01,AIN,01342,SAINTE-CROIX,1,01342,01
01,AIN,01343,SAINT-CYR-SUR-MENTHON,1,01343,01
01,AIN,01344,SAINT-DENIS-LES-BOURG,1,01344,01
01,AIN,01345,SAINT-DENIS-EN-BUGEY,1,01345,01
01,AIN,01346,SAINT-DIDIER-D'AUSSIAT,1,01346,01
01,AIN,01347,SAINT-DIDIER-DE-FORMANS,1,01347,01
01,AIN,01348,SAINT-DIDIER-SUR-CHALARONNE,1,01348,01
01,AIN,01349,SAINT-ELOI,1,01349,01
01,AIN,01350,SAINT-ETIENNE-DU-BOIS,1,01350,01
01,AIN,01351,SAINT-ETIENNE-SUR-CHALARONNE,1,01351,01
01,AIN,01352,SAINT-ETIENNE-SUR-REYSSOUZE,1,01352,01
01,AIN,01353,SAINTE-EUPHEMIE,1,01353,01
01,AIN,01354,SAINT-GENIS-POUILLY,1,01354,01
01,AIN,01355,SAINT-GENIS-SUR-MENTHON,1,01355,01
01,AIN,01356,SAINT-GEORGES-SUR-RENON,1,01356,01
01,AIN,01357,SAINT-GERMAIN-DE-JOUX,1,01357,01
01,AIN,01358,SAINT-GERMAIN-LES-PAROISSES,1,01358,01
01,AIN,01359,SAINT-GERMAIN-SUR-RENON,1,01359,01
01,AIN,01360,SAINT-JEAN-DE-GONVILLE,1,01360,01
01,AIN,01361,SAINT-JEAN-DE-NIOST,1,01361,01
01,AIN,01362,SAINT-JEAN-DE-THURIGNEUX,1,01362,01
01,AIN,01363,SAINT-JEAN-LE-VIEUX,1,01363,01
01,AIN,01364,SAINT-JEAN-SUR-REYSSOUZE,1,01364,01
01,AIN,01365,SAINT-JEAN-SUR-VEYLE,1,01365,01
01,AIN,01366,SAINTE-JULIE,1,01366,01
01,AIN,01367,SAINT-JULIEN-SUR-REYSSOUZE,1,01367,01
01,AIN,01368,SAINT-JULIEN-SUR-VEYLE,1,01368,01
01,AIN,01369,SAINT-JUST,1,01369,01
01,AIN,01370,SAINT-LAURENT-SUR-SAONE,1,01370,01
01,AIN,01371,SAINT-MARCEL,1,01371,01
01,AIN,01372,SAINT-MARTIN-DE-BAVEL,1,01372,01
01,AIN,01373,SAINT-MARTIN-DU-FRENE,1,01373,01
01,AIN,01374,SAINT-MARTIN-DU-MONT,1,01374,01
01,AIN,01375,SAINT-MARTIN-LE-CHATEL,1,01375,01
01,AIN,01376,SAINT-MAURICE-DE-BEYNOST,1,01376,01
01,AIN,01377,SAINT-MAURICE-D'ECHAZEAUX,3,01125,01
01,AIN,01378,SAINT-MAURICE-DE-GOURDANS,1,01378,01
01,AIN,01379,SAINT-MAURICE-DE-REMENS,1,01379,01
01,AIN,01380,SAINT-NIZIER-LE-BOUCHOUX,1,01380,01
01,AIN,01381,SAINT-NIZIER-LE-DESERT,1,01381,01
01,AIN,01382,SAINTE-OLIVE,1,01382,01
01,AIN,01383,SAINT-PAUL-DE-VARAX,1,01383,01
01,AIN,01384,SAINT-RAMBERT-EN-BUGEY,1,01384,01
01,AIN,01385,SAINT-REMY,1,01385,01
01,AIN,01386,SAINT-SORLIN-EN-BUGEY,1,01386,01
01,AIN,01387,SAINT-SULPICE,1,01387,01
01,AIN,01388,SAINT-TRIVIER-DE-COURTES,1,01388,01
01,AIN,01389,SAINT-TRIVIER-SUR-MOIGNANS,1,01389,01
01,AIN,01390,SAINT-VULBAS,1,01390,01
01,AIN,01391,SALAVRE,1,01391,01
01,AIN,01392,SAMOGNAT,1,01392,01
01,AIN,01393,SANDRANS,1,01393,01
01,AIN,01394,SATHONAY-CAMP,4,69292,69
01,AIN,01395,SATHONAY-VILLAGE,4,69293,69
01,AIN,01396,SAULT-BRENAZ,1,01396,01
01,AIN,01397,SAUVERNY,1,01397,01
01,AIN,01398,SAVIGNEUX,1,01398,01
01,AIN,01399,SEGNY,1,01399,01
01,AIN,01400,SEILLONNAZ,1,01400,01
01,AIN,01401,SERGY,1,01401,01
01,AIN,01402,SERMOYER,1,01402,01
01,AIN,01403,SERRIERES-DE-BRIORD,1,01403,01
01,AIN,01404,SERRIERES-SUR-AIN,1,01404,01
01,AIN,01405,SERVAS,1,01405,01
01,AIN,01406,SERVIGNAT,1,01406,01
01,AIN,01407,SEYSSEL,1,01407,01
01,AIN,01408,SIMANDRE-SUR-SURAN,1,01408,01
01,AIN,01409,SONGIEU,1,01409,01
01,AIN,01410,SONTHONNAX-LA-MONTAGNE,1,01410,01
01,AIN,01411,SOUCLIN,1,01411,01
01,AIN,01412,SULIGNAT,1,01412,01
01,AIN,01413,SURJOUX,1,01413,01
01,AIN,01414,SUTRIEU,1,01414,01
01,AIN,01415,TALISSIEU,1,01415,01
01,AIN,01416,TENAY,1,01416,01
01,AIN,01417,THEZILLIEU,1,01417,01
01,AIN,01418,THIL,1,01418,01
01,AIN,01419,THOIRY,1,01419,01
01,AIN,01420,THOISSEY,1,01420,01
01,AIN,01421,TORCIEU,1,01421,01
01,AIN,01422,TOSSIAT,1,01422,01
01,AIN,01423,TOUSSIEUX,1,01423,01
01,AIN,01424,TRAMOYES,1,01424,01
01,AIN,01425,TRANCLIERE,1,01425,01
01,AIN,01426,TREFFORT-CUISIAT,1,01426,01
01,AIN,01427,TREVOUX,1,01427,01
01,AIN,01428,VALEINS,1,01428,01
01,AIN,01429,VANDEINS,1,01429,01
01,AIN,01430,VARAMBON,1,01430,01
01,AIN,01431,VAUX-EN-BUGEY,1,01431,01
01,AIN,01432,VERJON,1,01432,01
01,AIN,01433,VERNOUX,1,01433,01
01,AIN,01434,VERSAILLEUX,1,01434,01
01,AIN,01435,VERSONNEX,1,01435,01
01,AIN,01436,VESANCY,1,01436,01
01,AIN,01437,VESCOURS,1,01437,01
01,AIN,01438,VESENEX-CRASSY,3,01143,01
01,AIN,01439,VESINES,1,01439,01
01,AIN,01440,VEYZIAT,2,01283,01
01,AIN,01441,VIEU-D'IZENAVE,1,01441,01
01,AIN,01442,VIEU,1,01442,01
01,AIN,01443,VILLARS-LES-DOMBES,1,01443,01
01,AIN,01444,VILLEBOIS,1,01444,01
01,AIN,01445,VILLEMOTIER,1,01445,01
01,AIN,01446,VILLENEUVE,1,01446,01
01,AIN,01447,VILLEREVERSURE,1,01447,01
01,AIN,01448,VILLES,1,01448,01
01,AIN,01449,VILLETTE-SUR-AIN,1,01449,01
01,AIN,01450,VILLIEU-LOYES-MOLLON,1,01450,01
01,AIN,01451,VIRIAT,1,01451,01
01,AIN,01452,VIRIEU-LE-GRAND,1,01452,01
01,AIN,01453,VIRIEU-LE-PETIT,1,01453,01
01,AIN,01454,VIRIGNIN,1,01454,01
01,AIN,01455,VOLOGNAT,3,01267,01
01,AIN,01456,VONGNES,1,01456,01
01,AIN,01457,VONNAS,1,01457,01
01,AIN,01458,VOUVRAY,3,01091,01
01,AIN,01459,HAUTEVILLE-LOMPNES,3,01185,01
02,AISNE,02001,ABBECOURT,1,02001,02
02,AISNE,02002,ACHERY,1,02002,02
02,AISNE,02003,ACY,1,02003,02
02,AISNE,02004,AGNICOURT-ET-SECHELLES,1,02004,02
02,AISNE,02005,AGUILCOURT,1,02005,02
02,AISNE,02006,AISONVILLE-ET-BERNOVILLE,1,02006,02
02,AISNE,02007,AIZELLES,1,02007,02
02,AISNE,02008,AIZY-JOUY,1,02008,02
02,AISNE,02009,ALAINCOURT,1,02009,02
02,AISNE,02010,ALLEMANT,1,02010,02
02,AISNE,02011,AMBLENY,1,02011,02
02,AISNE,02012,AMBRIEF,1,02012,02
02,AISNE,02013,AMIFONTAINE,1,02013,02
02,AISNE,02014,AMIGNY-ROUY,1,02014,02
02,AISNE,02015,ANCIENVILLE,1,02015,02
02,AISNE,02016,ANDELAIN,1,02016,02
02,AISNE,02017,ANGUILCOURT-LE-SART,1,02017,02
02,AISNE,02018,ANIZY-LE-CHATEAU,1,02018,02
02,AISNE,02019,ANNOIS,1,02019,02
02,AISNE,02020,ANY-MARTIN-RIEUX,1,02020,02
02,AISNE,02021,ARCHON,1,02021,02
02,AISNE,02022,ARCY-SAINTE-RESTITUE,1,02022,02
02,AISNE,02023,ARMENTIERES-SUR-OURCQ,1,02023,02
02,AISNE,02024,ARRANCY,1,02024,02
02,AISNE,02025,ARTEMPS,1,02025,02
02,AISNE,02026,ARTONGES,1,02026,02
02,AISNE,02027,ASSIS-SUR-SERRE,1,02027,02
02,AISNE,02028,ATHIES-SOUS-LAON,1,02028,02
02,AISNE,02029,ATTILLY,1,02029,02
02,AISNE,02030,AUBENCHEUL-AUX-BOIS,1,02030,02
02,AISNE,02031,AUBENTON,1,02031,02
02,AISNE,02032,AUBIGNY-AUX-KAISNES,1,02032,02
02,AISNE,02033,AUBIGNY-EN-LAONNOIS,1,02033,02
02,AISNE,02034,AUDIGNICOURT,1,02034,02
02,AISNE,02035,AUDIGNY,1,02035,02
02,AISNE,02036,AUGY,1,02036,02
02,AISNE,02037,AULNOIS-SOUS-LAON,1,02037,02
02,AISNE,02038,AUTELS,1,02038,02
02,AISNE,02039,AUTREMENCOURT,1,02039,02
02,AISNE,02040,AUTREPPES,1,02040,02
02,AISNE,02041,AUTREVILLE,1,02041,02
02,AISNE,02042,AZY-SUR-MARNE,1,02042,02
02,AISNE,02043,BAGNEUX,1,02043,02
02,AISNE,02044,BANCIGNY,1,02044,02
02,AISNE,02045,BARBONVAL,3,02439,02
02,AISNE,02046,BARENTON-BUGNY,1,02046,02
02,AISNE,02047,BARENTON-CEL,1,02047,02
02,AISNE,02048,BARENTON-SUR-SERRE,1,02048,02
02,AISNE,02049,BARISIS,1,02049,02
02,AISNE,02050,BARZY-EN-THIERACHE,1,02050,02
02,AISNE,02051,BARZY-SUR-MARNE,1,02051,02
02,AISNE,02052,BASSOLES-AULERS,1,02052,02
02,AISNE,02053,BAULNE-EN-BRIE,1,02053,02
02,AISNE,02054,BAZOCHES-SUR-VESLES,1,02054,02
02,AISNE,02055,BEAUME,1,02055,02
02,AISNE,02056,BEAUMONT-EN-BEINE,1,02056,02
02,AISNE,02057,BEAUREVOIR,1,02057,02
02,AISNE,02058,BEAURIEUX,1,02058,02
02,AISNE,02059,BEAUTOR,1,02059,02
02,AISNE,02060,BEAUVOIS-EN-VERMANDOIS,1,02060,02
02,AISNE,02061,BECQUIGNY,1,02061,02
02,AISNE,02062,BELLEAU,1,02062,02
02,AISNE,02063,BELLENGLISE,1,02063,02
02,AISNE,02064,BELLEU,1,02064,02
02,AISNE,02065,BELLICOURT,1,02065,02
02,AISNE,02066,BENAY,1,02066,02
02,AISNE,02067,BERGUES-SUR-SAMBRE,1,02067,02
02,AISNE,02068,BERLANCOURT,1,02068,02
02,AISNE,02069,BERLISE,1,02069,02
02,AISNE,02070,BERNOT,1,02070,02
