dep,nomdep,codecommune,nomcommune,codeagglo,nomagglo
01,AIN,01118,CORBONOD,A00165,SEYSSEL
01,AIN,01407,SEYSSEL,A00165,SEYSSEL
01,AIN,01033,VALSERHÔNE,A00360,VALSERHÔNE
01,AIN,01183,GUÉREINS,A00451,BELLEVILLE-EN-BEAUJOLAIS
01,AIN,01263,MONTMERLE-SUR-SAÔNE,A00451,BELLEVILLE-EN-BEAUJOLAIS
01,AIN,01370,SAINT-LAURENT-SUR-SAÔNE,A00554,MÂCON
01,AIN,01160,FERNEY-VOLTAIRE,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01281,ORNEX,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01313,PRÉVESSIN-MOËNS,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01354,SAINT-GENIS-POUILLY,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01401,SERGY,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01419,THOIRY,A00653,GENÈVE-(SUI)-ANNEMASSE-(PARTIE-FRANÇAISE)
01,AIN,01030,BEAUREGARD,A00760,LYON
01,AIN,01043,BEYNOST,A00760,LYON
01,AIN,01049,BOISSE,A00760,LYON
01,AIN,01142,DAGNEUX,A00760,LYON
01,AIN,01157,FAREINS,A00760,LYON
01,AIN,01166,FRANS,A00760,LYON
01,AIN,01194,JASSANS-RIOTTIER,A00760,LYON
01,AIN,01238,MASSIEUX,A00760,LYON
01,AIN,01249,MIRIBEL,A00760,LYON
01,AIN,01250,MISÉRIEUX,A00760,LYON
01,AIN,01262,MONTLUEL,A00760,LYON
01,AIN,01275,NEYRON,A00760,LYON
01,AIN,01285,PARCIEUX,A00760,LYON
01,AIN,01322,REYRIEUX,A00760,LYON
01,AIN,01339,SAINT-BERNARD,A00760,LYON
01,AIN,01347,SAINT-DIDIER-DE-FORMANS,A00760,LYON
01,AIN,01353,SAINTE-EUPHÉMIE,A00760,LYON
01,AIN,01376,SAINT-MAURICE-DE-BEYNOST,A00760,LYON
01,AIN,01423,TOUSSIEUX,A00760,LYON
01,AIN,01427,TRÉVOUX,A00760,LYON
01,AIN,01112,CONDAMINE,A01101,SAINT-MARTIN-DU-FRÊNE
01,AIN,01228,MAILLAT,A01101,SAINT-MARTIN-DU-FRÊNE
01,AIN,01373,SAINT-MARTIN-DU-FRÊNE,A01101,SAINT-MARTIN-DU-FRÊNE
01,AIN,01153,ÉCHENEVEX,A01102,ÉCHENEVEX
01,AIN,01435,VERSONNEX,A01103,VERSONNEX
01,AIN,01092,CHÂTILLON-LA-PALUD,A01104,CHÂTILLON-LA-PALUD
01,AIN,01449,VILLETTE-SUR-AIN,A01104,CHÂTILLON-LA-PALUD
01,AIN,01074,CHALAMONT,A01105,CHALAMONT
01,AIN,01301,POLLIAT,A01106,POLLIAT
01,AIN,01378,SAINT-MAURICE-DE-GOURDANS,A01107,SAINT-MAURICE-DE-GOURDANS
01,AIN,01065,BUELLAS,A01108,BUELLAS
01,AIN,01385,SAINT-RÉMY,A01108,BUELLAS
01,AIN,01457,VONNAS,A01109,VONNAS
01,AIN,01304,PONT-D'AIN,A01110,PONT-D'AIN
01,AIN,01138,CULOZ,A01111,CULOZ
01,AIN,01224,LOYETTES,A01112,LOYETTES
01,AIN,01024,ATTIGNAT,A01113,ATTIGNAT
01,AIN,01159,FEILLENS,A01114,FEILLENS
01,AIN,01333,SAINT-ANDRÉ-DE-CORCY,A01115,SAINT-ANDRÉ-DE-CORCY
01,AIN,01069,CERTINES,A01116,MONTAGNAT
01,AIN,01254,MONTAGNAT,A01116,MONTAGNAT
01,AIN,01450,VILLIEU-LOYES-MOLLON,A01117,VILLIEU-LOYES-MOLLON
01,AIN,01158,FARGES,A01118,PÉRON
01,AIN,01288,PÉRON,A01118,PÉRON
01,AIN,01196,JAYAT,A01119,MONTREVEL-EN-BRESSE
01,AIN,01266,MONTREVEL-EN-BRESSE,A01119,MONTREVEL-EN-BRESSE
01,AIN,01320,REPLONGES,A01120,REPLONGES
01,AIN,01199,JUJURIEUX,A01121,JUJURIEUX
01,AIN,01363,SAINT-JEAN-LE-VIEUX,A01121,JUJURIEUX
01,AIN,01103,CHEVRY,A01122,CROZET
01,AIN,01135,CROZET,A01122,CROZET
01,AIN,01072,CEYZÉRIAT,A01123,CEYZÉRIAT
01,AIN,01321,REVONNAS,A01123,CEYZÉRIAT
01,AIN,01269,NANTUA,A01124,NANTUA
01,AIN,01274,NEYROLLES,A01124,NANTUA
01,AIN,01175,GORREVOD,A01125,PONT-DE-VAUX
01,AIN,01305,PONT-DE-VAUX,A01125,PONT-DE-VAUX
01,AIN,01337,SAINT-BÉNIGNE,A01125,PONT-DE-VAUX
01,AIN,01134,CROTTET,A01126,CROTTET-PONT-DE-VEYLE
01,AIN,01203,LAIZ,A01126,CROTTET-PONT-DE-VEYLE
01,AIN,01306,PONT-DE-VEYLE,A01126,CROTTET-PONT-DE-VEYLE
01,AIN,01348,SAINT-DIDIER-SUR-CHALARONNE,A01127,SAINT-DIDIER-SUR-CHALARONNE-THOISSEY
01,AIN,01420,THOISSEY,A01127,SAINT-DIDIER-SUR-CHALARONNE-THOISSEY
01,AIN,01443,VILLARS-LES-DOMBES,A01128,VILLARS-LES-DOMBES
01,AIN,01185,PLATEAU-D'HAUTEVILLE,A01129,PLATEAU-D'HAUTEVILLE
01,AIN,01093,CHÂTILLON-SUR-CHALARONNE,A01130,CHÂTILLON-SUR-CHALARONNE
01,AIN,01025,BÂGÉ-DOMMARTIN,A01201,BÂGÉ-DOMMARTIN
01,AIN,01026,BÂGÉ-LE-CHÂTEL,A01201,BÂGÉ-DOMMARTIN
01,AIN,01332,SAINT-ANDRÉ-DE-BÂGÉ,A01201,BÂGÉ-DOMMARTIN
01,AIN,01027,BALAN,A01202,BÉLIGNEUX
01,AIN,01032,BÉLIGNEUX,A01202,BÉLIGNEUX
01,AIN,01063,BRION,A01203,MONTRÉAL-LA-CLUSE
01,AIN,01170,BÉARD-GÉOVREISSIAT,A01203,MONTRÉAL-LA-CLUSE
01,AIN,01192,IZERNORE,A01203,MONTRÉAL-LA-CLUSE
01,AIN,01265,MONTRÉAL-LA-CLUSE,A01203,MONTRÉAL-LA-CLUSE
01,AIN,01307,PORT,A01203,MONTRÉAL-LA-CLUSE
01,AIN,01202,LAGNIEU,A01204,LAGNIEU
01,AIN,01386,SAINT-SORLIN-EN-BUGEY,A01204,LAGNIEU
01,AIN,01143,DIVONNE-LES-BAINS,A01205,DIVONNE-LES-BAINS-(PARTIE-FRANÇAISE)
01,AIN,01034,BELLEY,A01301,BELLEY
01,AIN,01061,BRENS,A01301,BELLEY
01,AIN,01054,BOURG-SAINT-CHRISTOPHE,A01302,MEXIMIEUX
01,AIN,01244,MEXIMIEUX,A01302,MEXIMIEUX
01,AIN,01290,PÉROUGES,A01302,MEXIMIEUX
01,AIN,01004,AMBÉRIEU-EN-BUGEY,A01303,AMBÉRIEU-EN-BUGEY
01,AIN,01008,AMBUTRIX,A01303,AMBÉRIEU-EN-BUGEY
01,AIN,01345,SAINT-DENIS-EN-BUGEY,A01303,AMBÉRIEU-EN-BUGEY
01,AIN,01071,CESSY,A01401,GEX
01,AIN,01173,GEX,A01401,GEX
01,AIN,01399,SÉGNY,A01401,GEX
01,AIN,01014,ARBENT,A01402,OYONNAX
01,AIN,01031,BELLIGNAT,A01402,OYONNAX
01,AIN,01171,GÉOVREISSET,A01402,OYONNAX
01,AIN,01181,GROISSIAT,A01402,OYONNAX
01,AIN,01283,OYONNAX,A01402,OYONNAX
01,AIN,01053,BOURG-EN-BRESSE,A01501,BOURG-EN-BRESSE
01,AIN,01289,PÉRONNAS,A01501,BOURG-EN-BRESSE
01,AIN,01344,SAINT-DENIS-LÈS-BOURG,A01501,BOURG-EN-BRESSE
01,AIN,01369,SAINT-JUST,A01501,BOURG-EN-BRESSE
01,AIN,01451,VIRIAT,A01501,BOURG-EN-BRESSE
01,AIN,01001,ABERGEMENT-CLÉMENCIAT,C01001,ABERGEMENT-CLÉMENCIAT
01,AIN,01002,ABERGEMENT-DE-VAREY,C01002,ABERGEMENT-DE-VAREY
01,AIN,01005,AMBÉRIEUX-EN-DOMBES,C01005,AMBÉRIEUX-EN-DOMBES
01,AIN,01006,AMBLÉON,C01006,AMBLÉON
01,AIN,01007,AMBRONAY,C01007,AMBRONAY
01,AIN,01009,ANDERT-ET-CONDON,C01009,ANDERT-ET-CONDON
01,AIN,01010,ANGLEFORT,C01010,ANGLEFORT
01,AIN,01011,APREMONT,C01011,APREMONT
01,AIN,01012,ARANC,C01012,ARANC
01,AIN,01013,ARANDAS,C01013,ARANDAS
01,AIN,01015,ARBOYS-EN-BUGEY,C01015,ARBOYS-EN-BUGEY
01,AIN,01016,ARBIGNY,C01016,ARBIGNY
01,AIN,01017,ARGIS,C01017,ARGIS
01,AIN,01019,ARMIX,C01019,ARMIX
01,AIN,01021,ARS-SUR-FORMANS,C01021,ARS-SUR-FORMANS
01,AIN,01022,ARTEMARE,C01022,ARTEMARE
01,AIN,01023,ASNIÈRES-SUR-SAÔNE,C01023,ASNIÈRES-SUR-SAÔNE
01,AIN,01028,BANEINS,C01028,BANEINS
01,AIN,01029,BEAUPONT,C01029,BEAUPONT
01,AIN,01035,BELLEYDOUX,C01035,BELLEYDOUX
01,AIN,01036,VALROMEY-SUR-SÉRAN,C01036,VALROMEY-SUR-SÉRAN
01,AIN,01037,BÉNONCES,C01037,BÉNONCES
01,AIN,01038,BÉNY,C01038,BÉNY
01,AIN,01039,BÉON,C01039,BÉON
01,AIN,01040,BÉRÉZIAT,C01040,BÉRÉZIAT
01,AIN,01041,BETTANT,C01041,BETTANT
01,AIN,01042,BEY,C01042,BEY
01,AIN,01044,BILLIAT,C01044,BILLIAT
01,AIN,01045,BIRIEUX,C01045,BIRIEUX
01,AIN,01046,BIZIAT,C01046,BIZIAT
01,AIN,01047,BLYES,C01047,BLYES
01,AIN,01050,BOISSEY,C01050,BOISSEY
01,AIN,01051,BOLOZON,C01051,BOLOZON
01,AIN,01052,BOULIGNEUX,C01052,BOULIGNEUX
01,AIN,01056,BOYEUX-SAINT-JÉRÔME,C01056,BOYEUX-SAINT-JÉRÔME
01,AIN,01057,BOZ,C01057,BOZ
01,AIN,01058,BRÉGNIER-CORDON,C01058,BRÉGNIER-CORDON
01,AIN,01060,BRÉNOD,C01060,BRÉNOD
01,AIN,01062,BRESSOLLES,C01062,BRESSOLLES
01,AIN,01064,BRIORD,C01064,BRIORD
01,AIN,01066,BURBANCHE,C01066,BURBANCHE
01,AIN,01067,CEIGNES,C01067,CEIGNES
01,AIN,01068,CERDON,C01068,CERDON
01,AIN,01073,CEYZÉRIEU,C01073,CEYZÉRIEU
01,AIN,01075,CHALEINS,C01075,CHALEINS
01,AIN,01076,CHALEY,C01076,CHALEY
01,AIN,01077,CHALLES-LA-MONTAGNE,C01077,CHALLES-LA-MONTAGNE
01,AIN,01078,CHALLEX,C01078,CHALLEX
01,AIN,01079,CHAMPAGNE-EN-VALROMEY,C01079,CHAMPAGNE-EN-VALROMEY
01,AIN,01080,CHAMPDOR-CORCELLES,C01080,CHAMPDOR-CORCELLES
01,AIN,01081,CHAMPFROMIER,C01081,CHAMPFROMIER
01,AIN,01082,CHANAY,C01082,CHANAY
01,AIN,01083,CHANEINS,C01083,CHANEINS
01,AIN,01084,CHANOZ-CHÂTENAY,C01084,CHANOZ-CHÂTENAY
01,AIN,01085,CHAPELLE-DU-CHÂTELARD,C01085,CHAPELLE-DU-CHÂTELARD
01,AIN,01087,CHARIX,C01087,CHARIX
01,AIN,01088,CHARNOZ-SUR-AIN,C01088,CHARNOZ-SUR-AIN
01,AIN,01089,CHÂTEAU-GAILLARD,C01089,CHÂTEAU-GAILLARD
01,AIN,01090,CHÂTENAY,C01090,CHÂTENAY
01,AIN,01094,CHAVANNES-SUR-REYSSOUZE,C01094,CHAVANNES-SUR-REYSSOUZE
01,AIN,01095,NIVIGNE-ET-SURAN,C01095,NIVIGNE-ET-SURAN
01,AIN,01096,CHAVEYRIAT,C01096,CHAVEYRIAT
01,AIN,01098,CHAZEY-BONS,C01098,CHAZEY-BONS
01,AIN,01099,CHAZEY-SUR-AIN,C01099,CHAZEY-SUR-AIN
01,AIN,01100,CHEIGNIEU-LA-BALME,C01100,CHEIGNIEU-LA-BALME
01,AIN,01101,CHEVILLARD,C01101,CHEVILLARD
01,AIN,01102,CHEVROUX,C01102,CHEVROUX
01,AIN,01104,CHÉZERY-FORENS,C01104,CHÉZERY-FORENS
01,AIN,01105,CIVRIEUX,C01105,CIVRIEUX
01,AIN,01106,CIZE,C01106,CIZE
01,AIN,01107,CLEYZIEU,C01107,CLEYZIEU
01,AIN,01108,COLIGNY,C01108,COLIGNY
01,AIN,01109,COLLONGES,C01109,COLLONGES
01,AIN,01110,COLOMIEU,C01110,COLOMIEU
01,AIN,01111,CONAND,C01111,CONAND
01,AIN,01113,CONDEISSIAT,C01113,CONDEISSIAT
01,AIN,01114,CONFORT,C01114,CONFORT
01,AIN,01115,CONFRANÇON,C01115,CONFRANÇON
01,AIN,01116,CONTREVOZ,C01116,CONTREVOZ
01,AIN,01117,CONZIEU,C01117,CONZIEU
01,AIN,01121,CORLIER,C01121,CORLIER
01,AIN,01123,CORMORANCHE-SUR-SAÔNE,C01123,CORMORANCHE-SUR-SAÔNE
01,AIN,01124,CORMOZ,C01124,CORMOZ
01,AIN,01125,CORVEISSIAT,C01125,CORVEISSIAT
01,AIN,01127,COURMANGOUX,C01127,COURMANGOUX
01,AIN,01128,COURTES,C01128,COURTES
01,AIN,01129,CRANS,C01129,CRANS
01,AIN,01130,BRESSE-VALLONS,C01130,BRESSE-VALLONS
01,AIN,01133,CRESSIN-ROCHEFORT,C01133,CRESSIN-ROCHEFORT
01,AIN,01136,CRUZILLES-LÈS-MÉPILLAT,C01136,CRUZILLES-LÈS-MÉPILLAT
01,AIN,01139,CURCIAT-DONGALON,C01139,CURCIAT-DONGALON
01,AIN,01140,CURTAFOND,C01140,CURTAFOND
01,AIN,01141,CUZIEU,C01141,CUZIEU
01,AIN,01145,DOMPIERRE-SUR-VEYLE,C01145,DOMPIERRE-SUR-VEYLE
01,AIN,01146,DOMPIERRE-SUR-CHALARONNE,C01146,DOMPIERRE-SUR-CHALARONNE
01,AIN,01147,DOMSURE,C01147,DOMSURE
01,AIN,01148,DORTAN,C01148,DORTAN
01,AIN,01149,DOUVRES,C01149,DOUVRES
01,AIN,01150,DROM,C01150,DROM
01,AIN,01151,DRUILLAT,C01151,DRUILLAT
01,AIN,01152,ÉCHALLON,C01152,ÉCHALLON
01,AIN,01155,ÉVOSGES,C01155,ÉVOSGES
01,AIN,01156,FARAMANS,C01156,FARAMANS
01,AIN,01162,FLAXIEU,C01162,FLAXIEU
01,AIN,01163,FOISSIAT,C01163,FOISSIAT
01,AIN,01165,FRANCHELEINS,C01165,FRANCHELEINS
01,AIN,01167,GARNERANS,C01167,GARNERANS
01,AIN,01169,GENOUILLEUX,C01169,GENOUILLEUX
01,AIN,01174,GIRON,C01174,GIRON
01,AIN,01177,GRAND-CORENT,C01177,GRAND-CORENT
01,AIN,01179,GRIÈGES,C01179,GRIÈGES
01,AIN,01180,GRILLY,C01180,GRILLY
01,AIN,01184,HAUTECOURT-ROMANÈCHE,C01184,HAUTECOURT-ROMANÈCHE
01,AIN,01187,HAUT-VALROMEY,C01187,HAUT-VALROMEY
01,AIN,01188,ILLIAT,C01188,ILLIAT
01,AIN,01189,INJOUX-GÉNISSIAT,C01189,INJOUX-GÉNISSIAT
01,AIN,01190,INNIMOND,C01190,INNIMOND
01,AIN,01191,IZENAVE,C01191,IZENAVE
01,AIN,01193,IZIEU,C01193,IZIEU
01,AIN,01195,JASSERON,C01195,JASSERON
01,AIN,01197,JOURNANS,C01197,JOURNANS
01,AIN,01198,JOYEUX,C01198,JOYEUX
01,AIN,01200,LABALME,C01200,LABALME
01,AIN,01204,POIZAT-LALLEYRIAT,C01204,POIZAT-LALLEYRIAT
01,AIN,01206,LANTENAY,C01206,LANTENAY
01,AIN,01207,LAPEYROUSE,C01207,LAPEYROUSE
01,AIN,01208,LAVOURS,C01208,LAVOURS
01,AIN,01209,LÉAZ,C01209,LÉAZ
01,AIN,01210,LÉLEX,C01210,LÉLEX
01,AIN,01211,LENT,C01211,LENT
01,AIN,01212,LESCHEROUX,C01212,LESCHEROUX
01,AIN,01213,LEYMENT,C01213,LEYMENT
01,AIN,01214,LEYSSARD,C01214,LEYSSARD
01,AIN,01215,SURJOUX-LHOPITAL,C01215,SURJOUX-LHOPITAL
01,AIN,01216,LHUIS,C01216,LHUIS
01,AIN,01219,LOMPNAS,C01219,LOMPNAS
01,AIN,01225,LURCY,C01225,LURCY
01,AIN,01227,MAGNIEU,C01227,MAGNIEU
01,AIN,01229,MALAFRETAZ,C01229,MALAFRETAZ
01,AIN,01230,MANTENAY-MONTLIN,C01230,MANTENAY-MONTLIN
01,AIN,01231,MANZIAT,C01231,MANZIAT
01,AIN,01232,MARBOZ,C01232,MARBOZ
01,AIN,01233,MARCHAMP,C01233,MARCHAMP
01,AIN,01234,MARIGNIEU,C01234,MARIGNIEU
01,AIN,01235,MARLIEUX,C01235,MARLIEUX
01,AIN,01236,MARSONNAS,C01236,MARSONNAS
01,AIN,01237,MARTIGNAT,C01237,MARTIGNAT
01,AIN,01239,MASSIGNIEU-DE-RIVES,C01239,MASSIGNIEU-DE-RIVES
01,AIN,01240,MATAFELON-GRANGES,C01240,MATAFELON-GRANGES
01,AIN,01241,MEILLONNAS,C01241,MEILLONNAS
01,AIN,01242,MÉRIGNAT,C01242,MÉRIGNAT
01,AIN,01243,MESSIMY-SUR-SAÔNE,C01243,MESSIMY-SUR-SAÔNE
01,AIN,01245,BOHAS-MEYRIAT-RIGNAT,C01245,BOHAS-MEYRIAT-RIGNAT
01,AIN,01246,MÉZÉRIAT,C01246,MÉZÉRIAT
01,AIN,01247,MIJOUX,C01247,MIJOUX
01,AIN,01248,MIONNAY,C01248,MIONNAY
01,AIN,01252,MOGNENEINS,C01252,MOGNENEINS
01,AIN,01255,MONTAGNIEU,C01255,MONTAGNIEU
01,AIN,01257,MONTANGES,C01257,MONTANGES
01,AIN,01258,MONTCEAUX,C01258,MONTCEAUX
01,AIN,01259,MONTCET,C01259,MONTCET
01,AIN,01260,MONTELLIER,C01260,MONTELLIER
01,AIN,01261,MONTHIEUX,C01261,MONTHIEUX
01,AIN,01264,MONTRACOL,C01264,MONTRACOL
01,AIN,01267,NURIEUX-VOLOGNAT,C01267,NURIEUX-VOLOGNAT
01,AIN,01268,MURS-ET-GÉLIGNIEUX,C01268,MURS-ET-GÉLIGNIEUX
01,AIN,01272,NEUVILLE-LES-DAMES,C01272,NEUVILLE-LES-DAMES
01,AIN,01273,NEUVILLE-SUR-AIN,C01273,NEUVILLE-SUR-AIN
01,AIN,01276,NIÉVROZ,C01276,NIÉVROZ
01,AIN,01277,NIVOLLET-MONTGRIFFON,C01277,NIVOLLET-MONTGRIFFON
01,AIN,01279,ONCIEU,C01279,ONCIEU
01,AIN,01280,ORDONNAZ,C01280,ORDONNAZ
01,AIN,01282,OUTRIAZ,C01282,OUTRIAZ
01,AIN,01284,OZAN,C01284,OZAN
01,AIN,01286,PARVES-ET-NATTAGES,C01286,PARVES-ET-NATTAGES
01,AIN,01291,PERREX,C01291,PERREX
01,AIN,01293,PEYRIAT,C01293,PEYRIAT
01,AIN,01294,PEYRIEU,C01294,PEYRIEU
01,AIN,01295,PEYZIEUX-SUR-SAÔNE,C01295,PEYZIEUX-SUR-SAÔNE
01,AIN,01296,PIRAJOUX,C01296,PIRAJOUX
01,AIN,01297,PIZAY,C01297,PIZAY
01,AIN,01298,PLAGNE,C01298,PLAGNE
01,AIN,01299,PLANTAY,C01299,PLANTAY
01,AIN,01302,POLLIEU,C01302,POLLIEU
01,AIN,01303,PONCIN,C01303,PONCIN
01,AIN,01308,POUGNY,C01308,POUGNY
01,AIN,01309,POUILLAT,C01309,POUILLAT
01,AIN,01310,PRÉMEYZEL,C01310,PRÉMEYZEL
01,AIN,01311,PRÉMILLIEU,C01311,PRÉMILLIEU
01,AIN,01314,PRIAY,C01314,PRIAY
01,AIN,01317,RAMASSE,C01317,RAMASSE
01,AIN,01318,RANCÉ,C01318,RANCÉ
01,AIN,01319,RELEVANT,C01319,RELEVANT
01,AIN,01323,REYSSOUZE,C01323,REYSSOUZE
01,AIN,01325,RIGNIEUX-LE-FRANC,C01325,RIGNIEUX-LE-FRANC
01,AIN,01328,ROMANS,C01328,ROMANS
01,AIN,01329,ROSSILLON,C01329,ROSSILLON
01,AIN,01330,RUFFIEU,C01330,RUFFIEU
01,AIN,01331,SAINT-ALBAN,C01331,SAINT-ALBAN
01,AIN,01334,SAINT-ANDRÉ-D'HUIRIAT,C01334,SAINT-ANDRÉ-D'HUIRIAT
01,AIN,01335,SAINT-ANDRÉ-LE-BOUCHOUX,C01335,SAINT-ANDRÉ-LE-BOUCHOUX
01,AIN,01336,SAINT-ANDRÉ-SUR-VIEUX-JONC,C01336,SAINT-ANDRÉ-SUR-VIEUX-JONC
01,AIN,01338,GROSLÉE-SAINT-BENOIT,C01338,GROSLÉE-SAINT-BENOIT
01,AIN,01342,SAINTE-CROIX,C01342,SAINTE-CROIX
01,AIN,01343,SAINT-CYR-SUR-MENTHON,C01343,SAINT-CYR-SUR-MENTHON
01,AIN,01346,SAINT-DIDIER-D'AUSSIAT,C01346,SAINT-DIDIER-D'AUSSIAT
01,AIN,01349,SAINT-ÉLOI,C01349,SAINT-ÉLOI
01,AIN,01350,SAINT-ÉTIENNE-DU-BOIS,C01350,SAINT-ÉTIENNE-DU-BOIS
01,AIN,01351,SAINT-ÉTIENNE-SUR-CHALARONNE,C01351,SAINT-ÉTIENNE-SUR-CHALARONNE
01,AIN,01352,SAINT-ÉTIENNE-SUR-REYSSOUZE,C01352,SAINT-ÉTIENNE-SUR-REYSSOUZE
01,AIN,01355,SAINT-GENIS-SUR-MENTHON,C01355,SAINT-GENIS-SUR-MENTHON
01,AIN,01356,SAINT-GEORGES-SUR-RENON,C01356,SAINT-GEORGES-SUR-RENON
01,AIN,01357,SAINT-GERMAIN-DE-JOUX,C01357,SAINT-GERMAIN-DE-JOUX
01,AIN,01358,SAINT-GERMAIN-LES-PAROISSES,C01358,SAINT-GERMAIN-LES-PAROISSES
01,AIN,01359,SAINT-GERMAIN-SUR-RENON,C01359,SAINT-GERMAIN-SUR-RENON
01,AIN,01360,SAINT-JEAN-DE-GONVILLE,C01360,SAINT-JEAN-DE-GONVILLE
01,AIN,01361,SAINT-JEAN-DE-NIOST,C01361,SAINT-JEAN-DE-NIOST
01,AIN,01362,SAINT-JEAN-DE-THURIGNEUX,C01362,SAINT-JEAN-DE-THURIGNEUX
01,AIN,01364,SAINT-JEAN-SUR-REYSSOUZE,C01364,SAINT-JEAN-SUR-REYSSOUZE
01,AIN,01365,SAINT-JEAN-SUR-VEYLE,C01365,SAINT-JEAN-SUR-VEYLE
01,AIN,01366,SAINTE-JULIE,C01366,SAINTE-JULIE
01,AIN,01367,SAINT-JULIEN-SUR-REYSSOUZE,C01367,SAINT-JULIEN-SUR-REYSSOUZE
01,AIN,01368,SAINT-JULIEN-SUR-VEYLE,C01368,SAINT-JULIEN-SUR-VEYLE
01,AIN,01371,SAINT-MARCEL,C01371,SAINT-MARCEL
01,AIN,01372,SAINT-MARTIN-DE-BAVEL,C01372,SAINT-MARTIN-DE-BAVEL
01,AIN,01374,SAINT-MARTIN-DU-MONT,C01374,SAINT-MARTIN-DU-MONT
01,AIN,01375,SAINT-MARTIN-LE-CHÂTEL,C01375,SAINT-MARTIN-LE-CHÂTEL
01,AIN,01379,SAINT-MAURICE-DE-RÉMENS,C01379,SAINT-MAURICE-DE-RÉMENS
01,AIN,01380,SAINT-NIZIER-LE-BOUCHOUX,C01380,SAINT-NIZIER-LE-BOUCHOUX
01,AIN,01381,SAINT-NIZIER-LE-DÉSERT,C01381,SAINT-NIZIER-LE-DÉSERT
01,AIN,01382,SAINTE-OLIVE,C01382,SAINTE-OLIVE
01,AIN,01383,SAINT-PAUL-DE-VARAX,C01383,SAINT-PAUL-DE-VARAX
01,AIN,01384,SAINT-RAMBERT-EN-BUGEY,C01384,SAINT-RAMBERT-EN-BUGEY
01,AIN,01387,SAINT-SULPICE,C01387,SAINT-SULPICE
01,AIN,01388,SAINT-TRIVIER-DE-COURTES,C01388,SAINT-TRIVIER-DE-COURTES
01,AIN,01389,SAINT-TRIVIER-SUR-MOIGNANS,C01389,SAINT-TRIVIER-SUR-MOIGNANS
01,AIN,01390,SAINT-VULBAS,C01390,SAINT-VULBAS
01,AIN,01391,SALAVRE,C01391,SALAVRE
01,AIN,01392,SAMOGNAT,C01392,SAMOGNAT
01,AIN,01393,SANDRANS,C01393,SANDRANS
01,AIN,01396,SAULT-BRÉNAZ,C01396,SAULT-BRÉNAZ
01,AIN,01397,SAUVERNY,C01397,SAUVERNY
01,AIN,01398,SAVIGNEUX,C01398,SAVIGNEUX
01,AIN,01400,SEILLONNAZ,C01400,SEILLONNAZ
01,AIN,01402,SERMOYER,C01402,SERMOYER
01,AIN,01403,SERRIÈRES-DE-BRIORD,C01403,SERRIÈRES-DE-BRIORD
01,AIN,01404,SERRIÈRES-SUR-AIN,C01404,SERRIÈRES-SUR-AIN
01,AIN,01405,SERVAS,C01405,SERVAS
01,AIN,01406,SERVIGNAT,C01406,SERVIGNAT
01,AIN,01408,SIMANDRE-SUR-SURAN,C01408,SIMANDRE-SUR-SURAN
01,AIN,01410,SONTHONNAX-LA-MONTAGNE,C01410,SONTHONNAX-LA-MONTAGNE
01,AIN,01411,SOUCLIN,C01411,SOUCLIN
01,AIN,01412,SULIGNAT,C01412,SULIGNAT
01,AIN,01415,TALISSIEU,C01415,TALISSIEU
01,AIN,01416,TENAY,C01416,TENAY
01,AIN,01418,THIL,C01418,THIL
01,AIN,01421,TORCIEU,C01421,TORCIEU
01,AIN,01422,TOSSIAT,C01422,TOSSIAT
01,AIN,01424,TRAMOYES,C01424,TRAMOYES
01,AIN,01425,TRANCLIÈRE,C01425,TRANCLIÈRE
01,AIN,01426,VAL-REVERMONT,C01426,VAL-REVERMONT
01,AIN,01428,VALEINS,C01428,VALEINS
01,AIN,01429,VANDEINS,C01429,VANDEINS
01,AIN,01430,VARAMBON,C01430,VARAMBON
01,AIN,01431,VAUX-EN-BUGEY,C01431,VAUX-EN-BUGEY
01,AIN,01432,VERJON,C01432,VERJON
01,AIN,01433,VERNOUX,C01433,VERNOUX
01,AIN,01434,VERSAILLEUX,C01434,VERSAILLEUX
01,AIN,01436,VESANCY,C01436,VESANCY
01,AIN,01437,VESCOURS,C01437,VESCOURS
01,AIN,01439,VÉSINES,C01439,VÉSINES
01,AIN,01441,VIEU-D'IZENAVE,C01441,VIEU-D'IZENAVE
01,AIN,01444,VILLEBOIS,C01444,VILLEBOIS
01,AIN,01445,VILLEMOTIER,C01445,VILLEMOTIER
01,AIN,01446,VILLENEUVE,C01446,VILLENEUVE
01,AIN,01447,VILLEREVERSURE,C01447,VILLEREVERSURE
01,AIN,01448,VILLES,C01448,VILLES
01,AIN,01452,VIRIEU-LE-GRAND,C01452,VIRIEU-LE-GRAND
01,AIN,01453,ARVIÈRE-EN-VALROMEY,C01453,ARVIÈRE-EN-VALROMEY
01,AIN,01454,VIRIGNIN,C01454,VIRIGNIN
01,AIN,01456,VONGNES,C01456,VONGNES
